,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao,Identificacao_Treino_Teste
118506,história,O,5672,160,168,475,7,treino
118507,da,O,5672,169,171,475,7,treino
118508,bebida,O,5672,172,178,475,7,treino
118509,desde,O,5672,179,184,475,7,treino
118510,o,O,5672,185,186,475,7,treino
118511,Egito,B-NOME_LOCAL,5672,187,192,475,7,treino
118512,Antigo,O,5672,193,199,475,7,treino
118513,.,O,5672,199,200,475,7,treino
118514,O,O,5673,0,1,475,7,treino
118515,local,O,5673,2,7,475,7,treino
118516,conta,O,5673,8,13,475,7,treino
118517,com,O,5673,14,17,475,7,treino
118518,mais,O,5673,18,22,475,7,treino
118519,de,O,5673,23,25,475,7,treino
118520,dois,O,5673,26,30,475,7,treino
118521,mil,O,5673,31,34,475,7,treino
118522,rótulos,O,5673,35,42,475,7,treino
118523,diferentes,O,5673,43,53,475,7,treino
118524,",",O,5673,53,54,475,7,treino
118525,além,O,5673,55,59,475,7,treino
118526,da,O,5673,60,62,475,7,treino
118527,coleção,O,5673,63,70,475,7,treino
118528,completa,O,5673,71,79,475,7,treino
118529,da,O,5673,80,82,475,7,treino
118530,marca,O,5673,83,88,475,7,treino
118531,Vale,B-NOME_ORGANIZACAO,5673,89,93,475,7,treino
118532,Verde,I-NOME_ORGANIZACAO,5673,94,99,475,7,treino
118533,.,O,5673,99,100,475,7,treino
118534,O,O,5674,0,1,475,7,treino
118535,foco,O,5674,2,6,475,7,treino
118536,do,O,5674,7,9,475,7,treino
118537,Grupo,B-NOME_ORGANIZACAO,5674,10,15,475,7,treino
118538,Vale,I-NOME_ORGANIZACAO,5674,16,20,475,7,treino
118539,Verde,I-NOME_ORGANIZACAO,5674,21,26,475,7,treino
118540,é,O,5674,27,28,475,7,treino
118541,buscar,O,5674,29,35,475,7,treino
118542,crescimento,O,5674,36,47,475,7,treino
118543,sustentável,O,5674,48,59,475,7,treino
118544,.,O,5674,59,60,475,7,treino
118545,Com,O,5675,0,3,475,7,treino
118546,as,O,5675,4,6,475,7,treino
118547,seis,O,5675,7,11,475,7,treino
118548,toneladas,O,5675,12,21,475,7,treino
118549,de,O,5675,22,24,475,7,treino
118550,cana,O,5675,25,29,475,7,treino
118551,-,O,5675,29,30,475,7,treino
118552,de,O,5675,30,32,475,7,treino
118553,-,O,5675,32,33,475,7,treino
118554,açúcar,O,5675,33,39,475,7,treino
118555,que,O,5675,40,43,475,7,treino
118556,são,O,5675,44,47,475,7,treino
118557,utilizadas,O,5675,48,58,475,7,treino
118558,por,O,5675,59,62,475,7,treino
118559,dia,O,5675,63,66,475,7,treino
118560,durante,O,5675,67,74,475,7,treino
118561,a,O,5675,75,76,475,7,treino
118562,safra,O,5675,77,82,475,7,treino
118563,",",O,5675,82,83,475,7,treino
118564,foram,O,5675,84,89,475,7,treino
118565,produzidos,O,5675,90,100,475,7,treino
118566,",",O,5675,100,101,475,7,treino
118567,em,O,5675,102,104,475,7,treino
118568,2014,B-TEMPO,5675,105,109,475,7,treino
118569,",",O,5675,109,110,475,7,treino
118570,cerca,O,5675,111,116,475,7,treino
118571,de,O,5675,117,119,475,7,treino
118572,140,B-VOLUME,5675,120,123,475,7,treino
118573,mil,I-VOLUME,5675,124,127,475,7,treino
118574,litros,I-VOLUME,5675,128,134,475,7,treino
118575,de,O,5675,135,137,475,7,treino
118576,cachaça,O,5675,138,145,475,7,treino
118577,.,O,5675,145,146,475,7,treino
118578,Parte,O,5676,0,5,475,7,treino
118579,do,O,5676,6,8,475,7,treino
118580,bagaço,O,5676,9,15,475,7,treino
118581,da,O,5676,16,18,475,7,treino
118582,cana,O,5676,19,23,475,7,treino
118583,foi,O,5676,24,27,475,7,treino
118584,utilizado,O,5676,28,37,475,7,treino
118585,como,O,5676,38,42,475,7,treino
118586,combustível,O,5676,43,54,475,7,treino
118587,para,O,5676,55,59,475,7,treino
118588,as,O,5676,60,62,475,7,treino
118589,máquinas,O,5676,63,71,475,7,treino
118590,da,O,5676,72,74,475,7,treino
118591,produção,O,5676,75,83,475,7,treino
118592,e,O,5676,84,85,475,7,treino
118593,o,O,5676,86,87,475,7,treino
118594,restante,O,5676,88,96,475,7,treino
118595,como,O,5676,97,101,475,7,treino
118596,adubo,O,5676,102,107,475,7,treino
118597,orgânico,O,5676,108,116,475,7,treino
118598,para,O,5676,117,121,475,7,treino
118599,o,O,5676,122,123,475,7,treino
118600,canavial,O,5676,124,132,475,7,treino
118601,.,O,5676,132,133,475,7,treino
118602,LOCAL,O,5677,0,5,475,7,treino
118603,DE,O,5677,6,8,475,7,treino
118604,PRODUÇÃO,O,5677,9,17,475,7,treino
118605,:,O,5677,17,18,475,7,treino
118606,Betim,B-NOME_LOCAL,5677,19,24,475,7,treino
118607,-,O,5677,25,26,475,7,treino
118608,MG,B-NOME_LOCAL,5677,27,29,475,7,treino
118609,RECIPIENTE,O,5678,0,10,475,7,treino
118610,DE,O,5678,11,13,475,7,treino
118611,ARMAZENAMENTO,O,5678,14,27,475,7,treino
118612,:,O,5678,27,28,475,7,treino
118613,Carvalho,B-TIPO_MADEIRA,5678,29,37,475,7,treino
118614,TEMPO,O,5679,0,5,475,7,treino
118615,DE,O,5679,6,8,475,7,treino
118616,ARMAZENAMENTO,O,5679,9,22,475,7,treino
118617,:,O,5679,22,23,475,7,treino
118618,3,B-TEMPO_ARMAZENAMENTO,5679,24,25,475,7,treino
118619,anos,I-TEMPO_ARMAZENAMENTO,5679,26,30,475,7,treino
118620,GRADUAÇÃO,O,5680,0,9,475,7,treino
118621,ALCOÓLICA,O,5680,10,19,475,7,treino
118622,:,O,5680,19,20,475,7,treino
118623,40%,B-GRADUACAO_ALCOOLICA,5680,21,24,475,7,treino
118624,PREMIOS,O,5681,0,7,475,7,treino
118625,:,O,5681,7,8,475,7,treino
118626,2016,B-TEMPO,5681,9,13,475,7,treino
118627,-,O,5681,14,15,475,7,treino
118628,35ª,O,5681,16,19,475,7,treino
118629,Colocada,O,5681,20,28,475,7,treino
118630,no,O,5681,29,31,475,7,treino
118631,II,O,5681,32,34,475,7,treino
118632,Ranking,O,5681,35,42,475,7,treino
118633,da,O,5681,43,45,475,7,treino
118634,Cúpula,B-NOME_ORGANIZACAO,5681,46,52,475,7,treino
118635,da,I-NOME_ORGANIZACAO,5681,53,55,475,7,treino
118636,Cachaça,I-NOME_ORGANIZACAO,5681,56,63,475,7,treino
118637,2014,B-TEMPO,5682,0,4,475,7,treino
118638,-,O,5682,5,6,475,7,treino
118639,21ª,O,5682,7,10,475,7,treino
118640,Colocada,O,5682,11,19,475,7,treino
118641,no,O,5682,20,22,475,7,treino
118642,I,O,5682,23,24,475,7,treino
118643,Ranking,O,5682,25,32,475,7,treino
118644,da,O,5682,33,35,475,7,treino
118645,Cúpula,B-NOME_ORGANIZACAO,5682,36,42,475,7,treino
118646,da,I-NOME_ORGANIZACAO,5682,43,45,475,7,treino
118647,Cachaça,I-NOME_ORGANIZACAO,5682,46,53,475,7,treino
118648,NOME,O,6110,0,4,503,7,treino
118649,DA,O,6110,5,7,503,7,treino
118650,CACHAÇA,O,6110,8,15,503,7,treino
118651,:,O,6110,15,16,503,7,treino
118652,Cachaça,O,6110,17,24,503,7,treino
118653,Casa,B-NOME_BEBIDA,6110,25,29,503,7,treino
118654,Bucco,I-NOME_BEBIDA,6110,30,35,503,7,treino
118655,Sassafrás,B-TIPO_MADEIRA,6110,36,45,503,7,treino
118656,700ml,B-VOLUME,6110,46,51,503,7,treino
118657,PREÇO,O,6111,0,5,503,7,treino
118658,:,O,6111,5,6,503,7,treino
118659,R$,B-PRECO,6111,7,9,503,7,treino
118660,67,I-PRECO,6111,10,12,503,7,treino
118661,",",I-PRECO,6111,12,13,503,7,treino
118662,0,I-PRECO,6111,13,15,503,7,treino
118663,VOLUME,O,6112,0,6,503,7,treino
118664,:,O,6112,6,7,503,7,treino
118665,700ml,B-VOLUME,6112,8,13,503,7,treino
118666,ANÁLISE,O,6113,0,7,503,7,treino
118667,DO,O,6113,8,10,503,7,treino
118668,CACHACIER,O,6113,11,20,503,7,treino
118669,:,O,6113,20,21,503,7,treino
118670,De,O,6113,22,24,503,7,treino
118671,cor,O,6113,25,28,503,7,treino
118672,amarelo,B-CARACTERISTICA_SENSORIAL_COR,6113,29,36,503,7,treino
118673,-,I-CARACTERISTICA_SENSORIAL_COR,6113,36,37,503,7,treino
118674,caramelo,I-CARACTERISTICA_SENSORIAL_COR,6113,37,45,503,7,treino
118675,",",O,6113,45,46,503,7,treino
118676,possui,O,6113,47,53,503,7,treino
118677,uma,O,6113,54,57,503,7,treino
118678,mescla,O,6113,58,64,503,7,treino
118679,de,O,6113,65,67,503,7,treino
118680,aromas,O,6113,68,74,503,7,treino
118681,de,O,6113,75,77,503,7,treino
118682,canela,B-CARACTERISTICA_SENSORIAL_AROMA,6113,78,84,503,7,treino
118683,e,O,6113,85,86,503,7,treino
118684,especiarias,B-CARACTERISTICA_SENSORIAL_AROMA,6113,87,98,503,7,treino
118685,.,O,6113,98,99,503,7,treino
118686,No,O,6114,0,2,503,7,treino
118687,paladar,O,6114,3,10,503,7,treino
118688,",",O,6114,10,11,503,7,treino
118689,traz,O,6114,12,16,503,7,treino
118690,um,O,6114,17,19,503,7,treino
118691,gosto,O,6114,20,25,503,7,treino
118692,doce,B-CARACTERISTICA_SENSORIAL_SABOR,6114,26,30,503,7,treino
118693,.,O,6114,30,31,503,7,treino
118694,Além,O,6115,0,4,503,7,treino
118695,disso,O,6115,5,10,503,7,treino
118696,",",O,6115,10,11,503,7,treino
118697,causa,O,6115,12,17,503,7,treino
118698,uma,O,6115,18,21,503,7,treino
118699,sensação,O,6115,22,30,503,7,treino
118700,levemente,B-CARACTERISTICA_SENSORIAL_SABOR,6115,31,40,503,7,treino
118701,picante,I-CARACTERISTICA_SENSORIAL_SABOR,6115,41,48,503,7,treino
118702,na,O,6115,49,51,503,7,treino
118703,boca,O,6115,52,56,503,7,treino
118704,.,O,6115,56,57,503,7,treino
118705,Retrogosto,O,6116,0,10,503,7,treino
118706,agradável,O,6116,11,20,503,7,treino
118707,e,O,6116,21,22,503,7,treino
118708,leve,O,6116,23,27,503,7,treino
118709,.,O,6116,27,28,503,7,treino
118710,DESCRIÇÃO,O,6117,0,9,503,7,treino
118711,DA,O,6117,10,12,503,7,treino
118712,CACHAÇA,O,6117,13,20,503,7,treino
118713,:,O,6117,20,21,503,7,treino
118714,A,O,6117,22,23,503,7,treino
118715,Cachaça,O,6117,24,31,503,7,treino
118716,Casa,B-NOME_BEBIDA,6117,32,36,503,7,treino
118717,Bucco,I-NOME_BEBIDA,6117,37,42,503,7,treino
118718,Sassafrás,B-TIPO_MADEIRA,6117,43,52,503,7,treino
118719,700ml,B-VOLUME,6117,53,58,503,7,treino
118720,é,O,6117,59,60,503,7,treino
118721,uma,O,6117,61,64,503,7,treino
118722,bebida,O,6117,65,71,503,7,treino
118723,armazenada,O,6117,72,82,503,7,treino
118724,por,O,6117,83,86,503,7,treino
118725,um,B-TEMPO_ARMAZENAMENTO,6117,87,89,503,7,treino
118726,ano,I-TEMPO_ARMAZENAMENTO,6117,90,93,503,7,treino
118727,e,I-TEMPO_ARMAZENAMENTO,6117,94,95,503,7,treino
118728,meio,I-TEMPO_ARMAZENAMENTO,6117,96,100,503,7,treino
118729,em,O,6117,101,103,503,7,treino
118730,barris,B-RECIPIENTE_ARMAZENAMENTO,6117,104,110,503,7,treino
118731,de,O,6117,111,113,503,7,treino
118732,canela,B-TIPO_MADEIRA,6117,114,120,503,7,treino
118733,sassafrás,I-TIPO_MADEIRA,6117,121,130,503,7,treino
118734,.,O,6117,130,131,503,7,treino
118735,No,O,6118,0,2,503,7,treino
118736,olfato,O,6118,3,9,503,7,treino
118737,",",O,6118,9,10,503,7,treino
118738,tem,O,6118,11,14,503,7,treino
118739,um,O,6118,15,17,503,7,treino
118740,aroma,O,6118,18,23,503,7,treino
118741,marcante,O,6118,24,32,503,7,treino
118742,",",O,6118,32,33,503,7,treino
118743,típico,O,6118,34,40,503,7,treino
118744,da,O,6118,41,43,503,7,treino
118745,madeira,B-CARACTERISTICA_SENSORIAL_AROMA,6118,44,51,503,7,treino
118746,",",O,6118,51,52,503,7,treino
118747,com,O,6118,53,56,503,7,treino
118748,notas,B-CARACTERISTICA_SENSORIAL_AROMA,6118,57,62,503,7,treino
118749,florais,I-CARACTERISTICA_SENSORIAL_AROMA,6118,63,70,503,7,treino
118750,e,O,6118,71,72,503,7,treino
118751,personalidade,O,6118,73,86,503,7,treino
118752,inigualável,O,6118,87,98,503,7,treino
118753,.,O,6118,98,99,503,7,treino
118754,Leve,O,6119,0,4,503,7,treino
118755,",",O,6119,4,5,503,7,treino
118756,possui,O,6119,6,12,503,7,treino
118757,graduação,O,6119,13,22,503,7,treino
118758,alcoólica,O,6119,23,32,503,7,treino
118759,de,O,6119,33,35,503,7,treino
118760,38%,B-GRADUACAO_ALCOOLICA,6119,36,39,503,7,treino
118761,.,O,6119,39,40,503,7,treino
118762,No,O,6120,0,2,503,7,treino
118763,paladar,O,6120,3,10,503,7,treino
118764,",",O,6120,10,11,503,7,treino
118765,tem,O,6120,12,15,503,7,treino
118766,um,O,6120,16,18,503,7,treino
118767,gosto,O,6120,19,24,503,7,treino
118768,agradável,O,6120,25,34,503,7,treino
118769,e,O,6120,35,36,503,7,treino
118770,macio,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,6120,37,42,503,7,treino
118771,",",O,6120,42,43,503,7,treino
118772,que,O,6120,44,47,503,7,treino
118773,encanta,O,6120,48,55,503,7,treino
118774,os,O,6120,56,58,503,7,treino
118775,amantes,O,6120,59,66,503,7,treino
118776,das,O,6120,67,70,503,7,treino
118777,especiarias,O,6120,71,82,503,7,treino
118778,.,O,6120,82,83,503,7,treino
118779,Harmoniza,O,6121,0,9,503,7,treino
118780,muito,O,6121,10,15,503,7,treino
118781,bem,O,6121,16,19,503,7,treino
118782,com,O,6121,20,23,503,7,treino
118783,pratos,O,6121,24,30,503,7,treino
118784,da,O,6121,31,33,503,7,treino
118785,culinária,O,6121,34,43,503,7,treino
118786,brasileira,O,6121,44,54,503,7,treino
118787,",",O,6121,54,55,503,7,treino
118788,ervas,O,6121,56,61,503,7,treino
118789,aromáticas,O,6121,62,72,503,7,treino
118790,e,O,6121,73,74,503,7,treino
118791,pimentas,O,6121,75,83,503,7,treino
118792,especiais,O,6121,84,93,503,7,treino
118793,",",O,6121,93,94,503,7,treino
118794,além,O,6121,95,99,503,7,treino
118795,de,O,6121,100,102,503,7,treino
118796,frutas,O,6121,103,109,503,7,treino
118797,tropicais,O,6121,110,119,503,7,treino
118798,",",O,6121,119,120,503,7,treino
118799,embutidos,O,6121,121,130,503,7,treino
118800,e,O,6121,131,132,503,7,treino
118801,queijos,O,6121,133,140,503,7,treino
118802,de,O,6121,141,143,503,7,treino
118803,sabor,O,6121,144,149,503,7,treino
118804,marcante,O,6121,150,158,503,7,treino
118805,.,O,6121,158,159,503,7,treino
118806,HISTÓRIA,O,6122,0,8,503,7,treino
118807,DO,O,6122,9,11,503,7,treino
118808,ALAMBIQUE,O,6122,12,21,503,7,treino
118809,:,O,6122,21,22,503,7,treino
118810,A,O,6122,23,24,503,7,treino
118811,história,O,6122,25,33,503,7,treino
118812,do,O,6122,34,36,503,7,treino
118813,engenho,O,6122,37,44,503,7,treino
118814,começou,O,6122,45,52,503,7,treino
118815,em,O,6122,53,55,503,7,treino
118816,1875,B-TEMPO,6122,56,60,503,7,treino
118817,",",O,6122,60,61,503,7,treino
118818,com,O,6122,62,65,503,7,treino
118819,a,O,6122,66,67,503,7,treino
118820,chegada,O,6122,68,75,503,7,treino
118821,da,O,6122,76,78,503,7,treino
118822,família,O,6122,79,86,503,7,treino
118823,Bucco,O,6122,87,92,503,7,treino
118824,no,O,6122,93,95,503,7,treino
118825,Vale,B-NOME_LOCAL,6122,96,100,503,7,treino
118826,do,I-NOME_LOCAL,6122,101,103,503,7,treino
118827,Rio,I-NOME_LOCAL,6122,104,107,503,7,treino
118828,das,I-NOME_LOCAL,6122,108,111,503,7,treino
118829,Antas,I-NOME_LOCAL,6122,112,117,503,7,treino
118830,",",O,6122,117,118,503,7,treino
118831,em,O,6122,119,121,503,7,treino
118832,Bento,B-NOME_LOCAL,6122,122,127,503,7,treino
118833,Gonçalves,I-NOME_LOCAL,6122,128,137,503,7,treino
118834,",",O,6122,137,138,503,7,treino
118835,na,O,6122,139,141,503,7,treino
118836,Serra,B-NOME_LOCAL,6122,142,147,503,7,treino
118837,Gaúcha,I-NOME_LOCAL,6122,148,154,503,7,treino
118838,.,O,6122,154,155,503,7,treino
118839,Imigrantes,O,6123,0,10,503,7,treino
118840,italianos,O,6123,11,20,503,7,treino
118841,provenientes,O,6123,21,33,503,7,treino
118842,de,O,6123,34,36,503,7,treino
118843,Udine,B-NOME_LOCAL,6123,37,42,503,7,treino
118844,",",O,6123,42,43,503,7,treino
118845,no,O,6123,44,46,503,7,treino
118846,norte,B-NOME_LOCAL,6123,47,52,503,7,treino
118847,da,I-NOME_LOCAL,6123,53,55,503,7,treino
118848,Itália,I-NOME_LOCAL,6123,56,62,503,7,treino
118849,",",O,6123,62,63,503,7,treino
118850,traziam,O,6123,64,71,503,7,treino
118851,na,O,6123,72,74,503,7,treino
118852,bagagem,O,6123,75,82,503,7,treino
118853,a,O,6123,83,84,503,7,treino
118854,tradição,O,6123,85,93,503,7,treino
118855,na,O,6123,94,96,503,7,treino
118856,elaboração,O,6123,97,107,503,7,treino
118857,de,O,6123,108,110,503,7,treino
118858,grappa,O,6123,111,117,503,7,treino
118859,",",O,6123,117,118,503,7,treino
118860,famoso,O,6123,119,125,503,7,treino
118861,destilado,O,6123,126,135,503,7,treino
118862,feito,O,6123,136,141,503,7,treino
118863,a,O,6123,142,143,503,7,treino
118864,partir,O,6123,144,150,503,7,treino
118865,do,O,6123,151,153,503,7,treino
118866,bagaço,O,6123,154,160,503,7,treino
118867,da,O,6123,161,163,503,7,treino
118868,uva,O,6123,164,167,503,7,treino
118869,.,O,6123,167,168,503,7,treino
118870,Logo,O,6124,0,4,503,7,treino
118871,que,O,6124,5,8,503,7,treino
118872,chegaram,O,6124,9,17,503,7,treino
118873,ao,O,6124,18,20,503,7,treino
118874,Brasil,B-NOME_LOCAL,6124,21,27,503,7,treino
118875,",",O,6124,27,28,503,7,treino
118876,iniciaram,O,6124,29,38,503,7,treino
118877,o,O,6124,39,40,503,7,treino
118878,cultivo,O,6124,41,48,503,7,treino
118879,da,O,6124,49,51,503,7,treino
118880,cana,O,6124,52,56,503,7,treino
118881,-,O,6124,56,57,503,7,treino
118882,de,O,6124,57,59,503,7,treino
118883,-,O,6124,59,60,503,7,treino
118884,açúcar,O,6124,60,66,503,7,treino
118885,e,O,6124,67,68,503,7,treino
118886,a,O,6124,69,70,503,7,treino
118887,produção,O,6124,71,79,503,7,treino
118888,de,O,6124,80,82,503,7,treino
118889,cachaça,O,6124,83,90,503,7,treino
118890,",",O,6124,90,91,503,7,treino
118891,mas,O,6124,92,95,503,7,treino
118892,a,O,6124,96,97,503,7,treino
118893,aquisição,O,6124,98,107,503,7,treino
118894,do,O,6124,108,110,503,7,treino
118895,primeiro,O,6124,111,119,503,7,treino
118896,alambique,B-EQUIPAMENTO_DESTILACAO,6124,120,129,503,7,treino
118897,de,I-EQUIPAMENTO_DESTILACAO,6124,130,132,503,7,treino
118898,cobre,I-EQUIPAMENTO_DESTILACAO,6124,133,138,503,7,treino
118899,aconteceu,O,6124,139,148,503,7,treino
118900,apenas,O,6124,149,155,503,7,treino
118901,em,O,6124,156,158,503,7,treino
118902,1925,B-TEMPO,6124,159,163,503,7,treino
118903,.,O,6124,163,164,503,7,treino
118904,Hoje,O,6125,0,4,503,7,treino
118905,",",O,6125,4,5,503,7,treino
118906,a,O,6125,6,7,503,7,treino
118907,tradição,O,6125,8,16,503,7,treino
118908,e,O,6125,17,18,503,7,treino
118909,qualidade,O,6125,19,28,503,7,treino
118910,da,O,6125,29,31,503,7,treino
118911,Casa,B-NOME_ORGANIZACAO,6125,32,36,503,7,treino
118912,Bucco,I-NOME_ORGANIZACAO,6125,37,42,503,7,treino
118913,é,O,6125,43,44,503,7,treino
118914,mantida,O,6125,45,52,503,7,treino
118915,pela,O,6125,53,57,503,7,treino
118916,presença,O,6125,58,66,503,7,treino
118917,do,O,6125,67,69,503,7,treino
118918,proprietário,O,6125,70,82,503,7,treino
118919,e,O,6125,83,84,503,7,treino
118920,técnico,O,6125,85,92,503,7,treino
118921,Moacir,B-NOME_PESSOA,6125,93,99,503,7,treino
118922,A,I-NOME_PESSOA,6125,100,101,503,7,treino
118923,.,I-NOME_PESSOA,6125,101,102,503,7,treino
118924,Menegotto,I-NOME_PESSOA,6125,103,112,503,7,treino
118925,",",O,6125,112,113,503,7,treino
118926,um,O,6125,114,116,503,7,treino
118927,profundo,O,6125,117,125,503,7,treino
118928,conhecedor,O,6125,126,136,503,7,treino
118929,da,O,6125,137,139,503,7,treino
118930,arte,O,6125,140,144,503,7,treino
118931,de,O,6125,145,147,503,7,treino
118932,destilar,O,6125,148,156,503,7,treino
118933,em,O,6125,157,159,503,7,treino
118934,alambique,B-EQUIPAMENTO_DESTILACAO,6125,160,169,503,7,treino
118935,de,I-EQUIPAMENTO_DESTILACAO,6125,170,172,503,7,treino
118936,cobre,I-EQUIPAMENTO_DESTILACAO,6125,173,178,503,7,treino
118937,com,O,6125,179,182,503,7,treino
118938,fornalha,O,6125,183,191,503,7,treino
118939,a,O,6125,192,193,503,7,treino
118940,lenha,O,6125,194,199,503,7,treino
118941,.,O,6125,199,200,503,7,treino
118942,Os,O,6126,0,2,503,7,treino
118943,canaviais,O,6126,3,12,503,7,treino
118944,da,O,6126,13,15,503,7,treino
118945,Casa,B-NOME_ORGANIZACAO,6126,16,20,503,7,treino
118946,Bucco,I-NOME_ORGANIZACAO,6126,21,26,503,7,treino
118947,estão,O,6126,27,32,503,7,treino
118948,plantados,O,6126,33,42,503,7,treino
118949,no,O,6126,43,45,503,7,treino
118950,clima,O,6126,46,51,503,7,treino
118951,frio,O,6126,52,56,503,7,treino
118952,da,O,6126,57,59,503,7,treino
118953,Serra,B-NOME_LOCAL,6126,60,65,503,7,treino
118954,Gaúcha,I-NOME_LOCAL,6126,66,72,503,7,treino
118955,",",O,6126,72,73,503,7,treino
118956,rodeados,O,6126,74,82,503,7,treino
118957,por,O,6126,83,86,503,7,treino
118958,montanhas,O,6126,87,96,503,7,treino
118959,com,O,6126,97,100,503,7,treino
118960,solo,O,6126,101,105,503,7,treino
118961,basáltico,O,6126,106,115,503,7,treino
118962,de,O,6126,116,118,503,7,treino
118963,boa,O,6126,119,122,503,7,treino
118964,fertilidade,O,6126,123,134,503,7,treino
118965,.,O,6126,134,135,503,7,treino
118966,O,O,6127,0,1,503,7,treino
118967,terroir,O,6127,2,9,503,7,treino
118968,da,O,6127,10,12,503,7,treino
118969,região,O,6127,13,19,503,7,treino
118970,se,O,6127,20,22,503,7,treino
118971,diferencia,O,6127,23,33,503,7,treino
118972,por,O,6127,34,37,503,7,treino
118973,estar,O,6127,38,43,503,7,treino
118974,próximo,O,6127,44,51,503,7,treino
118975,ao,O,6127,52,54,503,7,treino
118976,Rio,O,6127,55,58,503,7,treino
118977,das,O,6127,59,62,503,7,treino
118978,Antas,O,6127,63,68,503,7,treino
118979,",",O,6127,68,69,503,7,treino
118980,que,O,6127,70,73,503,7,treino
118981,produz,O,6127,74,80,503,7,treino
118982,alta,O,6127,81,85,503,7,treino
118983,intensidade,O,6127,86,97,503,7,treino
118984,de,O,6127,98,100,503,7,treino
118985,neblina,O,6127,101,108,503,7,treino
118986,e,O,6127,109,110,503,7,treino
118987,impede,O,6127,111,117,503,7,treino
118988,as,O,6127,118,120,503,7,treino
118989,geadas,O,6127,121,127,503,7,treino
118990,pelo,O,6127,128,132,503,7,treino
118991,clima,O,6127,133,138,503,7,treino
118992,quente,O,6127,139,145,503,7,treino
118993,no,O,6127,146,148,503,7,treino
118994,verão,O,6127,149,154,503,7,treino
118995,e,O,6127,155,156,503,7,treino
118996,boa,O,6127,157,160,503,7,treino
118997,intensidade,O,6127,161,172,503,7,treino
118998,de,O,6127,173,175,503,7,treino
118999,chuvas,O,6127,176,182,503,7,treino
119000,.,O,6127,182,183,503,7,treino
119001,Com,O,6128,0,3,503,7,treino
119002,essas,O,6128,4,9,503,7,treino
119003,condições,O,6128,10,19,503,7,treino
119004,",",O,6128,19,20,503,7,treino
119005,a,O,6128,21,22,503,7,treino
119006,Casa,B-NOME_ORGANIZACAO,6128,23,27,503,7,treino
119007,Bucco,I-NOME_ORGANIZACAO,6128,28,33,503,7,treino
119008,produz,O,6128,34,40,503,7,treino
119009,uma,O,6128,41,44,503,7,treino
119010,das,O,6128,45,48,503,7,treino
119011,melhores,O,6128,49,57,503,7,treino
119012,e,O,6128,58,59,503,7,treino
119013,mais,O,6128,60,64,503,7,treino
119014,premiadas,O,6128,65,74,503,7,treino
119015,cachaças,O,6128,75,83,503,7,treino
119016,brasileiras,O,6128,84,95,503,7,treino
119017,",",O,6128,95,96,503,7,treino
119018,com,O,6128,97,100,503,7,treino
119019,características,O,6128,101,116,503,7,treino
119020,diferenciadas,O,6128,117,130,503,7,treino
119021,",",O,6128,130,131,503,7,treino
119022,com,O,6128,132,135,503,7,treino
119023,notas,B-CARACTERISTICA_SENSORIAL_AROMA,6128,136,141,503,7,treino
119024,de,I-CARACTERISTICA_SENSORIAL_AROMA,6128,142,144,503,7,treino
119025,melado,I-CARACTERISTICA_SENSORIAL_AROMA,6128,145,151,503,7,treino
119026,",",O,6128,151,152,503,7,treino
119027,palmito,B-CARACTERISTICA_SENSORIAL_AROMA,6128,153,160,503,7,treino
119028,",",O,6128,160,161,503,7,treino
119029,aspargos,B-CARACTERISTICA_SENSORIAL_AROMA,6128,162,170,503,7,treino
119030,e,O,6128,171,172,503,7,treino
119031,abacaxi,B-CARACTERISTICA_SENSORIAL_AROMA,6128,173,180,503,7,treino
119032,.,O,6128,180,181,503,7,treino
119033,O,O,6129,0,1,503,7,treino
119034,processo,O,6129,2,10,503,7,treino
119035,de,O,6129,11,13,503,7,treino
119036,produção,O,6129,14,22,503,7,treino
119037,é,O,6129,23,24,503,7,treino
119038,cuidadoso,O,6129,25,34,503,7,treino
119039,:,O,6129,34,35,503,7,treino
119040,a,O,6129,36,37,503,7,treino
119041,fermentação,O,6129,38,49,503,7,treino
119042,ocorre,O,6129,50,56,503,7,treino
119043,com,O,6129,57,60,503,7,treino
119044,leveduras,O,6129,61,70,503,7,treino
119045,selecionadas,O,6129,71,83,503,7,treino
119046,",",O,6129,83,84,503,7,treino
119047,a,O,6129,85,86,503,7,treino
119048,destilação,O,6129,87,97,503,7,treino
119049,descontínua,O,6129,98,109,503,7,treino
119050,é,O,6129,110,111,503,7,treino
119051,feita,O,6129,112,117,503,7,treino
119052,por,O,6129,118,121,503,7,treino
119053,alambique,B-EQUIPAMENTO_DESTILACAO,6129,122,131,503,7,treino
119054,Charentes,I-EQUIPAMENTO_DESTILACAO,6129,132,141,503,7,treino
119055,a,O,6129,142,143,503,7,treino
119056,exemplo,O,6129,144,151,503,7,treino
119057,dos,O,6129,152,155,503,7,treino
119058,melhores,O,6129,156,164,503,7,treino
119059,destilados,O,6129,165,175,503,7,treino
119060,do,O,6129,176,178,503,7,treino
119061,mundo,O,6129,179,184,503,7,treino
119062,.,O,6129,184,185,503,7,treino
119063,Já,O,6130,0,2,503,7,treino
119064,o,O,6130,3,4,503,7,treino
119065,envelhecimento,O,6130,5,19,503,7,treino
119066,se,O,6130,20,22,503,7,treino
119067,dá,O,6130,23,25,503,7,treino
