Jornal	B-OBRA
nós	O
contratamos	O
uma	O
agência	O
de	O
publicidade,	O
e	O
nós	O
desenvolvemos	O
um	O
logotipo,	O
que	O
é	O
esse	O
reizinho	O
que	O
a	O
gente	O
tem,	O
logotipo	O
ou	O
logomarca,	O
né,	O
porque	O
ele	O
vem	O
associado	O
ao	O
nome,	O
e	O
nós	O
fizemos	O
um...	O
uma	O
divulgação	O
através,	O
através	O
da	O
imprensa,...	O
tentando...	O
bastante	O
institucional,	O
tentando	O
valorizar	O
as	O
pequenas	O
coisas:	O
o	O
armarinho,	O
o	O
botãozinho,	O
o	O
zíper,	O
a	O
linha.	O
E	O
a	O
base	O
da	O
campanha	O
era:	O
"O	O
mundo	O
é	O
feito	O
de	O
pequenas	O
coisas	O
".	O
E	O
mostrava...	O
um	O
bustiê	O
preso	O
por	O
um	O
botão,	O
quer	O
dizer,	O
se	O
caísse	O
aquele	O
botão...	O
(riso)	O
ia	O
fazer	O
estrago	O
;	O
a	O
mesma	O
coisa	O
com	O
o	O
zíper...	O
e	O
foram	O
feitos	O
diversos	O
desenhos,	O
diversas	O
fotos,	O
diversas	O
montagens,	O
e	O
foi	O
uma	O
campanha	O
extremamente	O
interessante,	O
deu	O
um	O
resultado	O
de	O
conhecimento,	O
de	O
valorização	O
do	O
tipo	O
de	O
atividade	O
muito	O
grande,	O
tanto	O
perante	O
fornecedores,	O
como	O
perante	O
os	O
clientes	O
e	O
funcionários	O
nossos.	O
E	O
não	O
te	O
respondendo	O
à	O
sua	O
pergunta	O
mais	O
uma	O
vez,...	O
vou	O
te	O
responder,	O
a	O
última	O
promoção	O
que	O
nós	O
fizemos.	O

O	O
ano	O
passado,	O
a	O
gente	O
vem...	O
veio	O
em	O
crise	O
desde	O
o	O
Plano	B-OBRA
Collor	I-OBRA
para	O
cá,	O
e...	O
já	O
até	O
no	O
desespero	O
de	O
ver	O
que	O
as	O
coisas	O
não	O
iam	O
bem,	O
nós	O
fizemos	O
uma	O
promoção	O
bastante	O
interessante,	O
foi	O
a	O
primeira	O
empresa	O
a	O
fazer	O
isso,	O
em	O
termos	O
individuais:	O
nós	O
pusemos	O
um	O
ômega	O
dentro	O
da	O
loja,	O
fizemos	O
um...	O
um	O
concurso:	O
a	O
cada	O
X	O
de	O
compras	O
dava	O
direito	O
a	O
um	O
cupom,	O
e	O
no	O
final	O
de	O
um	O
período	O
se	O
sorteava	O
o	O
carro.	O
E	O
isso	O
realmente	O
deu	O
uma	O
alavancada	O
extraordinária	O
na	O
empresa,	O
e	O
nós	O
conseguimos	O
reportagens	O
variadas	O
em	O
inúmeros	O
jornais	O
de...	O
de	O
primeira	O
classe,	O
como	O
O	B-LOCAL
Estado	I-LOCAL
de	I-LOCAL
S.	I-LOCAL
Paulo	I-LOCAL
,	O
que	O
nos	O
deu	O
um	O
quarto	O
de	O
página	O
a	O
cores	O
na	O
capa	O
do	O
Caderno	B-LOCAL
de	I-LOCAL
Economia	I-LOCAL
,	O
a	O
Folha	B-LOCAL
de	I-LOCAL
S.	I-LOCAL
Paulo	I-LOCAL
nos	O
deu	O
um	O
quarto	O
de	O
página	O
a	O
cores	O
na	O
capa	O
do	O
Caderno	B-LOCAL
Cidades	I-LOCAL
,	O
o	O
DCI	B-LOCAL
a	O
mesma	O
coisa,	O
e	O
outros	O
jornais	O
de	O
menor	O
expressão.	O
E	O
isso	O
tornou	O
a	O
nossa	O
empresa,	O
tanto	O
a	O
nível	O
de	O
varejo	O
como	O
de	O
atacado,	O
extremamente	O
mais	O
conhecida,	O
mais	O
agitada,	O
mais,	O
mais	O
dinâmica.	O

Deu	O
realmente	O
um	O
resultado	O
muito	O
interessante,	O
né.	O
Agora,	O
esse	O
ano	O
nós	O
não	O
fizemos	O
nada,	O
quem	O
sabe	O
o	O
ano	O
que	O
vem	O
se	O
faça	O
alguma	O
outra	O
coisa	O
diferente.	O
P	O
-	O
Essa	O
idéia	O
de	O
colocar	O
um	O
carro,	O
fazer	O
sorteio	O
ela	O
se	O
esgota	O
depois	O
de	O
alguma	O
tempo	O
ou	O
o	O
senhor	O
pode	O
fazer	O
isso	O
a	O
cada	O
tanto	O
tempo	O
e	O
isso	O
vai	O
atrair	O
consumidores?	O
R	O
-	O
É...	O
o	O
que	O
eu	O
penso	O
é	O
o	O
seguinte:	O
eu	O
acho	O
que	O
o	O
consumidor	O
hoje,	O
naquela	O
época	O
foi	O
ótimo,	O
o	O
consumidor	O
hoje	O
ele	O
quer	O
mais	O
do	O
que	O
um	O
sorteio.	O
O	O
consumidor	O
hoje	O
quer	O
produto,	O
quer	O
qualidade,	O
quer...	O
quer	O
preço.	O
Então,	O
sorteio	O
já	O
tem	O
tantos	O
por	O
aí!	O
Você	O
vai	O
abastecer	O
o	O
carro	O
num	O
posto,	O
um	O
dá	O
sorteio	O
de	O
automóvel,	O
outro	O
dá	O
desconto,	O
outro	O
dá	O
prazo	O
no	O
cheque...	O
quer	O
dizer,	O
você	O
vai	O
em	O
qualquer	O
shopping	O
center,	O
tem	O
aí	O
dezenas	O
de	O
carros	O
sendo	O
sorteados.	O
Então,	O
hoje,	O
o	O
consumidor	O
já	O
saturou	O
um	O
pouco,	O
isso	O
deixou	O
de	O
ser	O
novidade.	O

Quando	O
nós	O
fizemos	O
isso,	O
talvez	O
um	O
ou	O
dois	O
shoppings	O
tinham	O
feito	O
na	O
época,	O
então	O
ainda	O
era	O
muito	O
novidade,	O
o	O
interior	O
inteiro	O
não	O
conhecia	O
isso.	O
Como	O
a	O
gente	O
vende	O
a	O
nível	O
nacional,	O
era	O
uma	O
novidade.	O
Tinham	O
clientes	O
que	O
punham	O
1.000	B-VALOR
,	O
2.000	B-VALOR
,	O
3.000	B-VALOR
cupons	O
na	O
urna,	O
porque	O
eles	O
compram	O
no	O
atacado,	O
então	O
dava	O
direito,	O
pelo	O
valor	O
da	O
compra,	O
a	O
muitos	O
cupons.	O
Então,	O
a	O
chance	O
crescia	O
sensivelmente	O
de	O
participar,	O
e	O
como	O
tinha	O
um	O
prazo	O
definido	O
para	O
terminar,...	O
isso	O
agilizou,	O
vamos	O
dizer,	O
antecipou	O
compras,	O
vamos	O
assim	O
dizer.	O
Antecipou	O
e	O
direcionou,	O
tirou	O
da	O
concorrência	O
porque	O
lá	O
oferecia	O
alguma	O
coisa	O
a	O
mais.	O
P	O
-	O
Eu	O
queria	O
que	O
o	O
senhor	O
falasse	O
um	O
pouco	O
sobre	O
a	O
relação	O
com	O
os	O
fornecedores.	O
R	O
-	O
Bom,	O
nós...	O
vamos	O
dizer,	O
até	O
por	O
tradição	O
-	O
isso	O
não	O
é	O
mérito	O
nosso	O
-	O
sempre	O
tivemos	O
um	O
extraordinário	O
relacionamento	O
com	O
os	O
fornecedores.	O
E	O
hoje,	O
até	O
fazendo	O
parte	O
da	O
modernidade,	O
quer	O
dizer,	O
a	O
gente	O
tenta,	O
na	O
medida	O
do	O
possível,	O
trabalhar	O
a	O
nível	O
de	O
parceria	O
com	O
todos	O
eles.	O

Temos	O
alguns	O
fornecedores	O
extremamente	O
afiados	O
com	O
a	O
gente,	O
tanto	O
no	O
lançamento	O
de	O
produtos,	O
como	O
na	O
definição	O
do	O
lançamento	O
do	O
produto,	O
como	O
até	O
no	O
aspecto	O
exclusividade	O
para	O
nós	O
por	O
um	O
período	O
por	O
ajudar	O
essa	O
definição,	O
por	O
a	O
gente	O
estar	O
mais	O
sensível	O
ao	O
mercado.	O
P	O
-	O
O	O
senhor	O
faz	O
vendas,	O
por	O
exemplo,	O
de	O
linhas	O
específicas,	O
uniforme	O
militar,	O
coisas	O
desse	O
tipo?	O
R	O
-	O
Não.	O
P	O
-...	O
de	O
armarinho	O
para...?	O
R	O
-	O
Não,	O
não	O
fazemos.	O
Isso	O
também	O
já	O
foi	O
um	O
pouco	O
a	O
época.	O
Isso	O
depende	O
de	O
concorrência	O
pública,	O
é	O
um	O
aspecto	O
mais	O
complicado.	O
P	O
-	O
E	O
se	O
alguém	O
entrar	O
na	O
loja	O
pedindo	O
um	O
botão	O
diferente...?	O
R	O
-	O
A	O
gente	O
mostra	O
a	O
seção,	O
fala	O
para	O
ele	O
ver	O
se	O
gosta	O
de	O
algum,	O
não	O
é?	O
(riso)	O
P	O
-	O
Na	O
loja,	O
eu,	O
eu	O
lembro	O
que	O
tinha	O
um	O
vídeo	O
com	O
um	O
desfile	O
de,	O
de	O
modas,	O
assim...	O
R	O
-	O
É,	O
isso	O
a	O
gente	O
tem	O
constantemente.	O
P	O
-	O
Como	O
é	O
que	O
é...?	O
R	O
-	O
O	O
que	O
acontece	O
é	O
o	O
seguinte:	O
a	O
gente...	O

todos...	O
em	O
todos	O
os	O
desfiles	O
internacionais	O
é	O
feito	O
uma	O
filmagem,	O
e	O
depois	O
do	O
desfile	O
é	O
vendido	O
a	O
fita.	O
Então	O
nós	O
temos	O
pessoas	O
que	O
viajam	O
constantemente	O
e	O
que	O
a	O
gente	O
encomenda	O
para	O
que	O
tragam	O
os	O
vídeos	O
de	O
cada	O
feira,	O
de	O
cada	O
exposição,	O
seja	O
em	O
Paris	B-LOCAL
,	O
seja	O
em	O
Frankfurt	B-LOCAL
,	O
seja	O
em	O
Milão	B-LOCAL
.	O
Então,	O
a	O
gente	O
constantemente	O
está	O
passando	O
esses,	O
esses	O
vídeos	O
desses	O
costureiros	O
famosos,	O
e	O
às	O
vezes	O
até	O
generalizado,	O
para	O
mostrar	O
tendência	O
de	O
moda.	O
Como	O
a	O
gente	O
joga	O
com	O
uma	O
estação	O
de	O
atraso	O
em	O
relação	O
à	O
Europa	B-LOCAL
,	O
então,	O
vamos	O
dizer,	O
a	O
gente,	O
já	O
está	O
passando	O
o	O
verão	O
quando	O
a	O
gente	O
já	O
está	O
no	O
inverno,	O
ou	O
vice-versa.	O
E	O
o	O
pessoal	O
das	O
confecções,	O
o	O
pessoal...	O
mesmo	O
curiosos,	O
ou	O
aqueles	O
que	O
eventualmente	O
queiram	O
desenvolver	O
uma	O
roupa,	O
já	O
vão	O
se	O
preparando	O
para	O
próxima	O
estação,	O
né,	O
analisando	O
a	O
tendência,	O
que	O
tipo	O
de	O
produto	O
que	O
vai	O
usar...	O
isso	O
ajuda	O
bastante	O
a	O
gente.	O
P	O
-	O
Bom,	O
eu	O
queria	O
que	O
o	O
senhor	O
falasse	O
um	O
pouco	O
da	O
Univinco	B-ORGANIZACAO
.	O

Atualmente	O
o	O
senhor	O
é	O
conselheiro	O
da	O
Univinco	B-ORGANIZACAO
,	O
o	O
senhor	O
foi	O
fundador...	O
eu	O
queria	O
que	O
o	O
senhor	O
falasse	O
um	O
pouco	O
da	O
associação.	O
R	O
-	O
Bom,	O
a	O
Univinco	B-ORGANIZACAO
é	O
uma	O
coisa	O
antiga...	O
A	O
história	O
da	O
Univinco	B-ORGANIZACAO
é	O
a	O
seguinte:	O
mais	O
ou	O
menos	O
por	O
volta	O
de	O
1970	B-TEMPO
,	O
a	O
Rua	B-LOCAL
25	I-LOCAL
de	I-LOCAL
Março	I-LOCAL
tinha...	O
e	O
os	O
comerciantes	O
da	O
região	O
da	O
25	B-LOCAL
de	I-LOCAL
Março	I-LOCAL
,	O
tinham	O
uma	O
série	O
de	O
desejos	O
com	O
relação	O
à	O
prefeitura,	O
com	O
relação	O
aos	O
órgãos...	O
aos	O
órgão	O
públicos	O
em	O
geral.	O
Então,	O
existia	O
deficiência	O
de	O
telefonia,	O
um	O
mau	O
calçamento,	O
um	O
mau	O
asfalto,...	O
pouca	O
segurança,	O
não	O
tinha	O
iluminação	O
adequada,	O
e	O
assim	O
sucessivamente.	O
Então,	O
nasceu	O
a	O
idéia	O
de	O
se	O
juntarem	O
alguns	O
dos	O
comerciantes	O
e	O
fundarem	O
uma	O
associação	O
com	O
o	O
espírito	O
de	O
fortalecer...	O
fortalecer	O
os	O
comerciantes	O
em	O
relação	O
aos	O
órgãos	O
públicos,	O
eh...	O
essa	O
associação,	O
vamos	O
dizer,	O
representava	O
uma	O
região	O
que...	O
historicamente	O
representa,	O
vamos	O
dizer,	O
um	O
potencial	O
expressivo	O
de	O
faturamento,	O
de	O
arrecadação	O
de	O
tributos	O
etc.	O
E	O
individualmente	O
cada	O
comerciante	O
pouco	O
conseguiria.	O

Então,	O
na	O
época	O
foi	O
fundado,	O
a...	O
Univinco	B-ORGANIZACAO
com	O
aproximadamente	O
20	B-VALOR
a	I-VALOR
25	I-VALOR
diretores,	O
um	O
numero	O
até	O
grande	O
para	O
uma	O
associação,	O
mas	O
o	O
espírito	O
era	O
tentar,	O
vamos	O
dizer,	O
envolver	O
o	O
máximo	O
possível	O
de	O
pessoas	O
para	O
tentar	O
sensibilizar	O
prefeitura,	O
estado	O
etc.	O
E	O
com	O
isso	O
nós	O
conseguimos	O
grandes	O
passos	O
na	O
região,	O
como	O
foi	O
mudada	O
toda	O
a	O
iluminação,	O
uma	O
boa	O
parte	O
da	O
região	O
hoje	O
já	O
tem	O
fiação	O
subterrânea,	O
então	O
não	O
fica	O
aquele	O
monte	O
de	O
postes	O
com	O
aquela	O
fiação	O
exposta,	O
foi	O
feito	O
calçamento,	O
foi	O
feito	O
recapeamento	O
asfáltico,	O
foi	O
colocado	O
segurança,	O
foi	O
feito	O
algumas	O
reformas	O
na	O
região...	O
antigamente	O
a	O
25	B-LOCAL
de	I-LOCAL
Março	I-LOCAL
tinha	O
um	O
problema	O
de	O
enchente,	O
né,	O
então,	O
vamos	O
dizer,	O
a	O
Univinco	B-ORGANIZACAO
,	O
ajudou	O
até	O
a	O
canalizar...	O
foi	O
fazer	O
pressão	O
para	O
canalização	O
do	O
Rio	B-LOCAL
Tamanduateí	I-LOCAL
,	O
e...	O
limpeza	O
de	O
bueiros	O
etc,	O
etc.	O
E	O
a	O
Univinco	B-ORGANIZACAO
,	O
vamos	O
dizer,	O
foi	O
muito	O
atuante	O
durante	O
muito	O
tempo,	O
e	O
como	O
toda	O
a	O
associação	O
tem	O
seus	O
altos	O
e	O
baixos,	O
vai	O
mudando	O
a	O
diretoria,	O
um	O
é	O
mais	O
interessado,	O
outro	O
menos,	O
mas	O
ela	O
se	O
mantém	O
até	O
hoje	O
e	O
é	O
uma	O
entidade	O
forte,	O
é	O
uma	O
entidade	O
respeitada	O
;	O
já	O
ganhou	O
alguns	O
prêmios,	O
prêmios	O
de	O
decoração	O
de	O
rua	O
em	O
época	O
de	O
Natal	B-TEMPO
,	O
já	O
teve	O
participação...	O

bastante	O
atuante	O
a	O
nível	O
de	O
eleger	O
políticos,	O
então.	O
assim	O
como	O
ela	O
necessita	O
de	O
respeito,	O
ela	O
também	O
é	O
respeitada,	O
né.	O
Hoje	O
eu	O
sou	O
um	O
mero	O
conselheiro,	O
presidente	O
do	O
conselho,	O
mas	O
vamos	O
dizer...	O
inclusive	O
a	O
gente	O
vem	O
conseguindo,	O
vamos	O
dizer,	O
eu	O
atuei	O
inclusive	O
nesse	O
aspecto	O
também,	O
na...	O
questão	O
de	O
se	O
construir	O
um	O
terminal	O
de	O
ônibus	O
para...	O
terminal	O
de	O
ônibus	O
de	O
excursão.	O
Um	O
ônibus	O
que	O
vem	O
de	O
fora	O
de	O
São	B-LOCAL
Paulo	I-LOCAL
,	O
para...	O
as	O
pessoas	O
se	O
juntam	O
numa	O
determinada	O
cidade,	O
vêm	O
com	O
o	O
ônibus	O
durante	O
a	O
noite,	O
chegam	O
aqui	O
de	O
manhã	O
cedo,	O
fazem	O
compra	O
e	O
voltam	O
à	O
noite.	O
Então	O
elas	O
economizam	O
hotel,	O
economizam	O
o	O
frete	O
de	O
despacho	O
que	O
o	O
ônibus	O
de	O
carreira	O
cobra	O
para	O
levar	O
os	O
produtos	O
e...	O
viajam	O
entre	O
amigos.	O
E	O
sai	O
muito	O
mais	O
em	O
conta,	O
né.	O
E	O
dentro	O
desse	O
aspecto,	O
vamos	O
dizer,	O
como	O
esses	O
ônibus	O
vêm	O
crescendo,	O
cada	O
vez	O
mais	O
ônibus	O
vêm	O
à	O
região,	O
e	O
a	O
região	O
é	O
difícil	O
para	O
estacionar	O
carro,	O
imagine	O
ônibus,	O
então	O
nós	O
conseguimos	O
junto	O
a	O
prefeitura	O
que	O
se	O
faça	O
um	O
terminal	O
para	O
ônibus	O
de	O
turismo,	O
que	O
já	O
está	O
quase	O
por	O
vias	O
de	O
inaugurar.	O

P	O
-	O
Bom,	O
no...	O
nessa	O
questão	O
do	O
comércio	O
de	O
armarinhos,	O
e	O
tal,	O
o	O
que	O
é	O
que	O
o	O
senhor	O
mais	O
gosta	O
de	O
fazer,	O
assim...	O
R	O
-	O
Em	O
termos	O
de...?	O
P	O
-	O
Do	O
trabalho...	O
da	O
atividade	O
do	O
senhor.	O
R	O
-	O
Bom,	O
eu	O
sou	O
um	O
pouco	O
idealista,	O
né,	O
mais	O
do	O
que	O
um	O
bom	O
comerciante.	O
Então,	O
vamos	O
dizer,	O
a	O
minha	O
maior	O
vibração	O
está	O
em	O
descobrir	O
alguma	O
coisa	O
nova,	O
em	O
acrescentar	O
alguma	O
coisa	O
que	O
nos	O
torne	O
diferenciados	O
dos	O
demais,	O
que	O
agrade	O
o	O
cliente	O
dentro	O
do	O
aspecto	O
dele	O
sentir	O
que	O
lá	O
dentro	O
é	O
sempre	O
alguma	O
coisa	O
especial,	O
sempre	O
tem	O
alguma	O
coisa	O
especial.	O
Então	O
eu	O
olho	O
muito	O
sobre	O
esse	O
enfoque,	O
além	O
de	O
cumprir	O
aquela	O
rotina	O
chata	O
do	O
dia-a-dia,	O
né...	O
(riso).	O
Mas	O
esse	O
é	O
o	O
ponto	O
mais	O
vibrante	O
meu.	O
P	O
-	O
Eu	O
queria	O
que	O
o	O
senhor	O
falasse	O
um	O
pouco	O
do	O
casamento	O
do	O
senhor:	O
como	O
que	O
o	O
senhor	O
conheceu	O
sua	O
esposa,	O
o	O
nome	O
dela...	O
R	O
-	O
Bom,	O
minha	O
esposa	O
se	O
chama	O
Solange	B-ABSTRACCAO
,	O
e	O
eu	O
conhecí	O
namorando	O
com	O
uma	O
amiga	O
dela	O
e	O
ela	O
namorando	O
com	O
um	O
amigo	O
meu,	O
não	O
é...	O

e...	O
de	O
repente	O
nós	O
trocamos.	O
(riso)	O
Eu	O
acabei	O
gostando	O
dela,	O
e	O
ganhei	O
a	O
simpatia	O
dela,	O
e	O
acabou	O
dando	O
certo,	O
nos	O
casamos	O
;	O
hoje,	O
especificamente	O
hoje,	O
eu	O
estou	O
completando	O
20	B-VALOR
anos	I-VALOR
de	O
casado	O
e	O
eu	O
acho	O
ela	O
uma	O
mulher	O
formidável,	O
me	O
deu	O
muita	O
força,	O
me	O
deu,	O
foi	O
sempre	O
companheira	O
nas	O
horas	O
difíceis,	O
sempre	O
procurou	O
me	O
estimular,	O
ir	O
em	O
busca	O
dos	O
meus	O
objetivos,	O
sempre	O
procurou	O
apoiar,	O
dar	O
força,	O
nunca	O
tentando	O
me	O
desviar	O
daquilo	O
que	O
é	O
meu	O
sonho,	O
é	O
meu	O
desejo,	O
é	O
minha	O
ambição	O
profissional.	O
A	O
gente	O
vive	O
bem,	O
temos	O
três	O
filhos,	O
já	O
numa	O
idade...	O
expressiva,	O
um	O
de	O
19	B-VALOR
,	O
um	O
de	O
18	B-VALOR
,	O
um	O
de	O
13	B-VALOR
.	O
P	O
-	O
Qual	O
o	O
nome	O
deles?	O
R	O
-	O
O	O
mais	O
velho,	O
de	O
19	B-VALOR
anos	I-VALOR
,	O
chama	O
Patrick	B-ABSTRACCAO
,	O
o	O
do	O
meio	O
se	O
chama	O
Pierre	B-ABSTRACCAO
,	O
tem	O
18	B-VALOR
anos	I-VALOR
,	O
e	O
o	O
pequeno	O
se	O
chama	O
Felipe	B-ABSTRACCAO
,	O
e	O
tem	O
13	B-VALOR
anos	I-VALOR
.	O
P	O
-	O
São	O
comerciantes?	O
R	O
-	O
Dois,	O
com	O
tendência.	O

O	O
pequeno	O
ainda	O
não	O
deu	O
para	O
sentir.	O
Mas,	O
principalmente	O
o	O
segundo,	O
parece	O
que	O
corre	O
no	O
sangue	O
nas	O
veias,	O
aí.	O
P	O
-	O
E	O
ele	O
quer	O
trabalhar	O
com	O
o	O
senhor?	O
R	O
-	O
Já	O
trabalha	O
comigo,	O
os	O
dois	O
mais	O
velhos	O
trabalham.	O
Mas	O
o	O
segundo,	O
Pierre	B-PESSOA
,	O
especificamente,	O
a	O
gente	O
percebe	O
que	O
tá	O
no	O
sangue	O
o	O
ato	O
de	O
comercializar,	O
né.	O
O	O
Patrick	B-PESSOA
já	O
é	O
mais	O
tipo	O
sonhador,	O
um	O
outro	O
estilo.	O
P	O
-	O
Assim	O
como	O
o	O
senhor,	O
vamos	O
dizer,	O
inovou	O
uma	O
série	O
de	O
coisas	O
em	O
relação	O
ao	O
seu	O
pai,	O
o	O
que	O
é	O
que	O
o	O
senhor	O
acha	O
que	O
vai	O
ser...	O
R	O
-...em	O
relação	O
a	O
eles?	O
P	O
-...em	O
relação	O
a	O
eles	O
inovar.	O
No	O
que	O
é	O
que	O
haveria	O
para	O
inovar,	O
ou	O
como	O
é	O
que	O
eles	O
vêem,	O
vamos	O
dizer,	O
a	O
atividade	O
armarinho?	O
R	O
-	O
Olha,	O
eu	O
já	O
acho	O
o	O
seguinte,	O
eu	O
acho	O
que	O
o	O
armarinho...	O
nesse	O
ponto	O
que	O
nós	O
estamos	O
chegando,	O
já	O
não	O
é	O
o	O
principal:	O
eu	O
acho	O
que	O
a	O
verdadeira	O
arte	O
está	O
em	O
tentar	O
acompanhar	O
a	O
evolução	O
dos	O
tempos.	O

E	O
é	O
fundamental	O
para	O
essa	O
geração	O
nova	O
conhecer	O
profundamente	O
a	O
área	O
de	O
informática.	O
Porque	O
produtos,	O
nós	O
vamos	O
ter	O
tantos	O
lugares	O
vendendo,	O
tantas	O
coisas,	O
com	O
essa	O
abertura	O
de	O
mercado,	O
então	O
nós	O
vamos	O
precisar	O
ter	O
um	O
melhor	O
sistema,	O
o	O
mais	O
dinâmico,	O
o	O
mais	O
evoluído,	O
o	O
mais	O
rápido,	O
para	O
que	O
possa	O
superar	O
uma	O
nova	O
fase.	O
Nós	O
estamos	O
vivendo	O
hoje	O
ainda	O
a	O
fase	O
de	O
entusiasmo,	O
porque	O
está	O
cheio	O
de	O
novidades,	O
mas	O
já,	O
já	O
a	O
gente	O
se	O
acostuma	O
com	O
essas	O
novidades	O
e	O
elas	O
deixam	O
de	O
ser	O
isso.	O
Então,	O
a	O
concorrência	O
vai	O
se	O
tornar	O
cada	O
vez	O
mais	O
forte.	O
Então,	O
eu	O
acho	O
que	O
criar	O
mecanismos	O
através	O
do	O
computador	O
que	O
possam...	O
possam	O
continuar	O
tornando	O
interessante	O
ou	O
criar	O
facilidades	O
para	O
que	O
a	O
pessoa	O
compre	O
sem	O
precisar	O
se	O
locomover	O
tanto...	O
quer	O
dizer,	O
é	O
mais	O
ou	O
menos	O
essa	O
a	O
linha	O
do	O
futuro	O
que	O
a	O
gente	O
enxerga	O
meio	O
de	O
binóculo	O
e	O
que	O
isso	O
vai	O
precisar	O
ser	O
depurado,	O
e	O
eu	O
acho	O
que	O
já	O
é	O
essa	O
a	O
próxima	O
geração	O
que	O
vai	O
ter	O
essa	O
incumbência.	O

P	O
-	O
Seu	B-PESSOA
Gilberto	I-PESSOA
,	O
no	O
caso,	O
se	O
o	O
senhor	O
pudesse	O
mudar	O
alguma	O
coisa	O
na	O
trajetória	O
de	O
vida	O
do	O
senhor,	O
o	O
senhor	O
mudaria...	O
ou	O
não?	O
R	O
-	O
É	O
uma	O
pergunta	O
difícil.	O
Eu	O
brinco	O
muito	O
porque	O
eu	O
gosto	O
muito	O
de	O
viajar,	O
talvez	O
o	O
meu	O
maior	O
hobby	O
é	O
esse	O
e	O
talvez	O
eu	O
pudesse	O
fazer	O
isso	O
com	O
mais	O
intensidade.	O
Então,	O
é	O
muito	O
sonho,	O
muito	O
desejo	O
e	O
pouca	O
realização.	O
E	O
eu	O
sou	O
especificamente	O
apaixonado	O
pela	O
Alemanha	B-LOCAL
,	O
pela	O
França	B-LOCAL
,	O
enfim,	O
aquele	O
miolozinho	O
da	O
Europa	B-LOCAL
em	O
que...	O
talvez	O
até	O
eu...	O
em	O
vidas	O
passadas	O
eu	O
tivesse	O
passado	O
por	O
lá.	O
E...	O
aquilo	O
me	O
encanta!	O
O	O
fato	O
de	O
eu	O
poder	O
imaginar...	O
de	O
estar	O
morando	O
lá	O
um	O
período,	O
ou	O
vivendo	O
um	O
período	O
lá,	O
...	O
mexe	O
com	O
o	O
meu	O
sentimento,	O
com	O
a	O
minha	O
sensibilidade.	O
Mas,	O
isso	O
é	O
fantasia.	O
Eu	O
não	O
sei	O
te	O
dizer	O
especificamente	O
se	O
eu	O
seria	O
melhor	O
sucedido	O
ou	O
mais	O
realizado	O
se	O
fosse	O
um	O
engenheiro,	O
ou	O
se	O
fosse	O
um	O
médico,	O
ou	O
se	O
tivesse	O
outra	O
profissão.	O

Eu	O
acabei	O
na...	O
na	O
geração	O
em	O
que	O
eu	O
nascí,	O
o	O
filho	O
não	O
tinha	O
tanta	O
opção	O
de	O
escolha.	O
A	O
gente	O
ia	O
meio	O
na	O
base	O
do,	O
do	O
que	O
o	O
pai	O
manda.	O
E	O
eu	O
acabei	O
entrando.	O
Não	O
que	O
fosse	O
forçado	O
a	O
isso,	O
mas	O
fui	O
relativamente	O
induzido	O
a	O
isso,	O
e	O
acabei	O
abraçando	O
e...	O
sem	O
comparar	O
isso	O
com	O
outras	O
atividades.	O
Eu	O
me	O
sinto	O
feliz,	O
me	O
sinto	O
realizado,	O
acho	O
que	O
eu	O
proporcionei	O
muita	O
coisa	O
saudável	O
para	O
nossa	O
empresa	O
e	O
para	O
própria	O
região.	O
E	O
quem	O
sabe	O
até	O
para	O
muitos	O
clientes	O
e	O
muitos	O
fornecedores.	O
E	O
eu	O
me	O
sinto	O
uma	O
pessoa	O
feliz	O
com	O
o	O
que	O
faço	O
e	O
realizado	O
com	O
as	O
coisas	O
que	O
passaram	O
pela	O
minha	O
mão.	O
P	O
-	O
Bom,	O
o	O
senhor	O
se	O
definiu	O
como	O
uma	O
pessoa	O
sonhadora.	O
Qual	O
é	O
o	O
grande	O
sonho	O
do	O
senhor?	O
R	O
-	O
Ich...	O
P	O
-	O
Eu	O
sei	O
que	O
tem	O
vários,	O
mas...	O
(riso)	O
R	O
-	O
Meu	O
grande	O
sonho?	O
Não	O
tenho	O
assim	O
um	O
sonho	O
tão...	O
vamos	O
dizer,	O
uma	O
coisa,	O
um	O
desejo	O
forte	O
de	O
alguma	O
coisa	O
especificamente.	O

Eu	O
desejo,	O
vamos	O
dizer,	O
ter	O
saúde,	O
ter	O
uma	O
família,	O
vamos	O
dizer,	O
legal,	O
encaminhar	O
meus	O
filhos,	O
poder	O
parar	O
de	O
trabalhar	O
um	O
dia	O
sabendo	O
que	O
alguém	O
vai	O
fazer	O
isso	O
por	O
mim	O
e	O
fazer	O
melhor	O
do	O
que	O
eu	O
faço,	O
para	O
que	O
eu	O
possa	O
curtir	O
mais	O
um	O
pouco	O
a	O
vida!	O
Não,	O
não	O
tenho	O
grandes	O
ambições,	O
nem...	O
vamos	O
dizer...	O
grandes	O
necessidades	O
de	O
mudanças.	O
Não	O
tenho	O
assim	O
um	O
sonho	O
específico.	O
P	O
-	O
Bom,	O
para	O
gente	O
concluir,	O
eu	O
queria	O
que	O
o	O
senhor	O
falasse	O
o	O
que	O
é	O
que	O
o	O
senhor	O
acha,	O
o	O
que	O
é	O
que	O
o	O
senhor	O
achou	O
de	O
passar	O
essa	O
hora	O
aqui	O
com	O
a	O
gente,	O
de	O
deixar	O
registrada	O
aqui	O
a	O
trajetória	O
